primary_genre,lead_actor,director,production_company,vote_count,popularity,vote_average,revenue,budget,specificity,count,source,added_date
Action,50 Cent,Mike Gunther,Grindstone Entertainment Group,150,4.85,4.7,2128186.0,20000000.0,Full,,,
Action,Aamir Khan,Vijay Krishna Acharya,Yash Raj Films,86,5.33,6.0,91000000.0,19500000.0,Full,,,
Action,Aaron Eckhart,Jon Amiel,Paramount Pictures,531,11.66,5.5,74208267.0,60000000.0,Full,,,
Action,Aaron Eckhart,Jonathan Liebesman,Columbia Pictures,1462,6.75,5.5,202466756.0,70000000.0,Full,,,
Action,Aaron Paul,Scott Waugh,DreamWorks SKG,1560,18.27,6.1,203277636.0,66000000.0,Full,,,
Action,Aaron Taylor-Johnson,Gareth Edwards,Toho Company,3232,14.02,6.1,529076069.0,160000000.0,Full,,,
Action,Aaron Taylor-Johnson,Jeff Wadlow,Universal Pictures,2275,13.57,6.3,60700000.0,28000000.0,Full,,,
Action,Aaron Taylor-Johnson,Matthew Vaughn,Lionsgate,4747,17.26,7.1,96188903.0,28000000.0,Full,,,
Action,Abhishek Bachchan,Goldie Behl,Unknown,5,0.76,2.6,3250000.0,15000000.0,Full,,,
Action,Abhishek Bachchan,Mani Ratnam,Madras Talkies,15,1.16,4.2,4200000.0,4500000.0,Full,,,
Action,Abhishek Bachchan,Sanjay Gadhvi,Yash Raj Films,53,3.11,6.2,12000000.0,1500000.0,Full,,,
Action,Adam Sandler,Chris Columbus,Columbia Pictures,2564,21.15,5.6,243637091.0,88000000.0,Full,,,
Action,Ajith Kumar,A.R. Murugadoss,Vijayam Cine Combines,5,0.35,5.3,500000.0,500000.0,Full,,,
Action,Ajith Kumar,K. S. Ravikumar,Nic Arts,5,0.46,6.7,500000.0,500000.0,Full,,,
Action,Ajith Kumar,Siva,Vijaya Productions,11,1.92,5.8,19000000.0,5900000.0,Full,,,
Action,Ajith Kumar,Vasanth,Unknown,2,0.37,6.0,500000.0,500000.0,Full,,,
Action,Ajith Kumar,Venkat Prabhu,Sun Pictures,14,1.15,5.6,28000000.0,6100000.0,Full,,,
Action,Ajith Kumar,Vishnuvardhan,Sri Sathya Sai Movies,8,0.88,6.0,21000000.0,9200000.0,Full,,,
Action,Akira Terao,Akira Kurosawa,Nippon Herald Films,349,12.25,7.9,4069653.0,11500000.0,Full,,,
Action,Akshay Kumar,Anees Bazmee,Reliance Entertainment,22,1.37,5.3,25000000.0,14000000.0,Full,,,
Action,Akshay Kumar,Nikhil Advani,Warner Bros.,13,1.97,5.3,9400000.0,10500000.0,Full,,,
Action,Akshay Kumar,Prabhu Deva,SLB Films Pvt. Ltd.,24,1.31,5.6,31000000.0,6700000.0,Full,,,
Action,Al Pacino,Brian De Palma,Universal Pictures,1911,10.0,7.85,51200358.0,27500000.0,Full,,,
Action,Al Pacino,Michael Mann,Regency Enterprises,1886,17.92,7.7,187436818.0,60000000.0,Full,,,
Action,Alec Baldwin,John McTiernan,Paramount Pictures,971,15.91,7.2,199200000.0,30000000.0,Full,,,
Action,Alex Pettyfer,D.J. Caruso,DreamWorks SKG,1606,9.39,5.9,144492830.0,50000000.0,Full,,,
Action,Alexa PenaVega,Robert Rodriguez,Dimension Films,893,9.58,5.5,147934180.0,35000000.0,Full,,,
Action,Alexander Skarsgård,David Yates,Village Roadshow Pictures,2488,45.38,5.5,356743061.0,180000000.0,Full,,,
Action,Amber Valletta,Brian Levant,Robert Simonds Productions,351,6.66,5.5,45236543.0,28000000.0,Full,,,
Action,Amitabh Bachchan,Apoorva Lakhia,White Feather Films,15,1.37,6.0,12000000.0,11000000.0,Full,,,
Action,Amy Jo Johnson,Bryan Spicer,Twentieth Century Fox Film Corporation,153,7.02,5.2,66000000.0,15000000.0,Full,,,
Action,Amy Schumer,Jonathan Levine,Twentieth Century Fox Film Corporation,207,11.21,5.2,60845711.0,42000000.0,Full,,,
Action,Andrei Panin,Aleksei Sidorov,Unknown,13,0.77,5.0,8262833.0,3500000.0,Full,,,
Action,Andrew Dice Clay,Renny Harlin,Twentieth Century Fox Film Corporation,72,3.83,6.2,20423389.0,49000000.0,Full,,,
Action,Andrew Garfield,Marc Webb,Columbia Pictures,5504,28.67,6.5,728966644.0,207500000.0,Full,,,
Action,Andy Lau,Benny Chan,Emperor Motion Pictures,102,5.31,6.5,33662874.0,29000000.0,Full,,,
Action,Andy Lau,Tsui Hark,Huayi Brothers,101,7.18,6.5,51723285.0,13000000.0,Full,,,
Action,Andy McAvin,Shinji Aramaki,Microsoft,25,1.73,6.9,1000000.0,100000.0,Full,,,
Action,Anessa Ramsey,David Bruckner,Unknown,85,11.33,5.9,249905.0,50000.0,Full,,,
Action,Angelina Jolie,D.J. Caruso,Village Roadshow Pictures,356,7.86,6.0,65470529.0,45000000.0,Full,,,
Action,Angelina Jolie,Doug Liman,Weed Road Pictures,3048,15.72,6.5,478207520.0,110000000.0,Full,,,
Action,Angelina Jolie,Jan de Bont,Paramount Pictures,1443,13.08,5.5,156505388.0,95000000.0,Full,,,
Action,Angelina Jolie,Phillip Noyce,Columbia Pictures,2125,8.7,6.2,293329073.0,110000000.0,Full,,,
Action,Angelina Jolie,Timur Bekmambetov,Universal Pictures,2583,12.46,6.4,258270008.0,75000000.0,Full,,,
Action,Ansel Elgort,Edgar Wright,Big Talk Productions,2083,228.03,7.2,224511319.0,34000000.0,Full,,,
Action,Anthony Hopkins,Joel Schumacher,Jerry Bruckheimer Films,232,9.54,5.4,65977295.0,70000000.0,Full,,,
Action,Anthony Mackie,Preston A. Whitmore II,360 Pictures,10,0.91,4.2,7000000.0,5800000.0,Full,,,
Action,Antonio Banderas,Martin Campbell,Amblin Entertainment,1060,10.14,6.1,196344294.0,85000000.0,Full,,,
Action,Antonio Banderas,Robert Rodriguez,Columbia Pictures Corporation,605,8.84,6.2,98185582.0,29000000.0,Full,,,
Action,Antonio Banderas,Robert Rodriguez,Dimension Films,529,7.59,5.0,158367670.0,38000000.0,Full,,,
Action,Antonio Banderas,Wych Kaosayananda,Epsilon Motion Pictures,99,9.09,4.3,19924033.0,70000000.0,Full,,,
Action,Anupam Kher,Neeraj Pandey,UTV Motion Pictures,61,3.14,7.0,3500000.0,1400000.0,Full,,,
Action,Arnold Schwarzenegger,Andrew Davis,David Foster Productions,431,10.18,5.5,78382433.0,85000000.0,Full,,,
Action,Arnold Schwarzenegger,Chuck Russell,Kopelson Entertainment,553,6.92,5.6,242295562.0,100000000.0,Full,,,
Action,Arnold Schwarzenegger,David Ayer,Open Road Films,560,6.97,5.5,17508518.0,35000000.0,Full,,,
Action,Arnold Schwarzenegger,James Cameron,Lightstorm Entertainment,4274,22.66,7.7,520000000.0,100000000.0,Full,,,
Action,Arnold Schwarzenegger,James Cameron,Orion Pictures,4208,19.29,7.4,78371200.0,6400000.0,Full,,,
Action,Arnold Schwarzenegger,James Cameron,Twentieth Century Fox Film Corporation,1138,11.4,6.8,378882411.0,115000000.0,Full,,,
Action,Arnold Schwarzenegger,John Irvin,De Laurentiis Entertainment Group (DEG),159,9.29,5.5,16209459.0,8500000.0,Full,,,
Action,Arnold Schwarzenegger,Jonathan Mostow,Columbia Pictures,2177,20.82,5.9,435000000.0,200000000.0,Full,,,
Action,Arnold Schwarzenegger,Mark L. Lester,Twentieth Century Fox Film Corporation,753,10.19,6.4,57500000.0,10000000.0,Full,,,
Action,Arnold Schwarzenegger,Paul Michael Glaser,Keith Barish Productions,713,9.39,6.4,38122105.0,27000000.0,Full,,,
Action,Arnold Schwarzenegger,Paul Verhoeven,TriStar Pictures,1745,12.95,7.1,261317921.0,65000000.0,Full,,,
Action,Arnold Schwarzenegger,Peter Hyams,Beacon Communications,488,9.62,5.5,211989043.0,100000000.0,Full,,,
Action,Arnold Schwarzenegger,Walter Hill,TriStar Pictures,360,14.25,5.8,34994648.0,29000000.0,Full,,,
Action,Ashley Judd,Philip Kaufman,Paramount Pictures,127,5.38,5.3,25195000.0,50000000.0,Full,,,
Action,Bai Baihe,Raman Hui,Edko Films,81,5.36,5.7,385284817.0,40000000.0,Full,,,
Action,Ben Affleck,John Woo,Paramount Pictures,594,12.57,5.9,96269812.0,60000000.0,Full,,,
Action,Ben Affleck,Roger Michell,Paramount Pictures,306,7.82,5.9,94935764.0,45000000.0,Full,,,
Action,Ben Affleck,Zack Snyder,DC Comics,7189,31.44,5.7,873260194.0,250000000.0,Full,,,
Action,Ben Foster,Christian Alvart,Impact Pictures,783,10.39,6.5,20645327.0,33000000.0,Full,,,
Action,Ben Stiller,Ben Stiller,DreamWorks SKG,1707,8.98,6.5,188072649.0,92000000.0,Full,,,
Action,Ben Stiller,Brett Ratner,Universal Pictures,945,7.76,5.8,152930623.0,75000000.0,Full,,,
Action,Ben Stiller,Danny DeVito,Miramax Films,500,12.16,5.9,19322135.0,40000000.0,Full,,,
Action,Ben Stiller,Shawn Levy,Ingenious Film Partners,2949,16.66,6.4,574480841.0,110000000.0,Full,,,
Action,Ben Winchell,Stewart Hendler,Ingenious Media,234,6.7,5.1,6272403.0,10000000.0,Full,,,
Action,Benedict Cumberbatch,Scott Derrickson,Walt Disney Pictures,5880,43.85,7.1,677718395.0,165000000.0,Full,,,
Action,Benicio del Toro,Christopher McQuarrie,Unknown,106,6.04,6.4,19125401.0,8500000.0,Full,,,
Action,Benjamin Bratt,John Dahl,Lawrence Bender Productions,91,14.99,6.8,10166502.0,80000000.0,Full,,,
Action,Benjamin Walker,Timur Bekmambetov,Twentieth Century Fox Film Corporation,1297,7.92,5.5,112265139.0,69000000.0,Full,,,
Action,Bill Murray,Ivan Reitman,Columbia Pictures Industries,253,11.34,6.5,85300000.0,10000000.0,Full,,,
Action,Bill Nighy,Jonathan Lynn,Matador Pictures,218,6.71,6.4,3453043.0,8000000.0,Full,,,
Action,Billy Campbell,Joe Johnston,Walt Disney Pictures,265,10.54,6.3,62000000.0,42000000.0,Full,,,
Action,Billy Crystal,Ron Underwood,Columbia Pictures,232,7.33,6.2,179033791.0,27000000.0,Full,,,
Action,Birce Akalay,Levent Semerci,Creavidi,24,1.32,7.1,13500000.0,2000000.0,Full,,,
Action,Brad Pitt,Andrew Dominik,Plan B Entertainment,792,10.11,7.0,14711793.0,30000000.0,Full,,,
Action,Brad Pitt,Gore Verbinski,DreamWorks SKG,453,9.96,5.8,147845033.0,57000000.0,Full,,,
Action,Brad Pitt,Marc Forster,Paramount Pictures,5683,26.11,6.7,531865000.0,200000000.0,Full,,,
Action,Brad Pitt,Robert Zemeckis,Paramount Pictures,1415,13.09,6.6,119520023.0,85000000.0,Full,,,
Action,Brady Corbet,Jonathan Frakes,Studio Canal,92,14.36,4.2,28283637.0,57000000.0,Full,,,
Action,Brandon Lee,Dwight H. Little,Twentieth Century Fox Film Corporation,41,3.07,6.2,14356479.0,10000000.0,Full,,,
Action,Brandon Routh,Kevin Munroe,Hyde Park Films,142,12.76,4.5,4634062.0,20000000.0,Full,,,
Action,Brendan Fraser,Eric Brevig,New Line Cinema,1353,10.42,5.8,101702060.0,45000000.0,Full,,,
Action,Brendan Gleeson,John Michael McDonagh,UK Film Council,378,11.26,6.8,19560274.0,6000000.0,Full,,,
Action,Brian Hooks,DJ Pooh,Unknown,15,0.65,5.9,9000000.0,6000000.0,Full,,,
Action,Britney Spears,Tamra Davis,Paramount Pictures,161,6.63,4.7,61141030.0,12000000.0,Full,,,
Action,Bruce Willis,Antoine Fuqua,Columbia Pictures,582,10.61,6.4,85632458.0,70000000.0,Full,,,
Action,Bruce Willis,Barry Levinson,Cheyenne Enterprises,307,13.14,6.2,67631903.0,75000000.0,Full,,,
Action,Bruce Willis,Blake Edwards,Cecchi Gori Group Tiger Cinematografica,15,1.84,5.6,4594452.0,16000000.0,Full,,,
Action,Bruce Willis,David Barrett,Industry Entertainment,223,11.0,5.6,4636169.0,20000000.0,Full,,,
Action,Bruce Willis,John McTiernan,Twentieth Century Fox Film Corporation,3050,15.89,7.2,253434811.0,59000000.0,Full,,,
Action,Bruce Willis,John Moore,Ingenious Media,3519,12.47,5.2,304654182.0,92000000.0,Full,,,
Action,Bruce Willis,Jonathan Mostow,Touchstone Pictures,1219,16.21,5.9,122444772.0,80000000.0,Full,,,
Action,Bruce Willis,Kevin Smith,Warner Bros.,518,14.31,5.3,55583804.0,30000000.0,Full,,,
Action,Bruce Willis,Len Wiseman,Ingenious Film Partners,2122,14.89,6.4,383531464.0,110000000.0,Full,,,
Action,Bruce Willis,Max Adams,Herrick Entertainment,95,11.55,5.1,100659.0,10500000.0,Full,,,
Action,Bruce Willis,Michael Bay,Jerry Bruckheimer Films,2540,13.24,6.5,553799566.0,140000000.0,Full,,,
Action,Bruce Willis,Michael Caton-Jones,Universal Pictures,536,11.13,6.1,159330280.0,60000000.0,Full,,,
Action,Bruce Willis,Michael Lehmann,TriStar Pictures,275,9.78,5.4,17218080.0,65000000.0,Full,,,
Action,Bruce Willis,Renny Harlin,Twentieth Century Fox Film Corporation,1920,18.79,6.6,240031094.0,70000000.0,Full,,,
Action,Bruce Willis,Richard Donner,Donners' Company,675,11.89,6.2,65664721.0,55000000.0,Full,,,
Action,Bruce Willis,Robert Schwentke,DC Comics,2858,12.6,6.6,71664962.0,58000000.0,Full,,,
Action,Bruce Willis,Tony Scott,Geffen Pictures,502,10.55,6.5,59509925.0,29000000.0,Full,,,
Action,Bruce Willis,Walter Hill,New Line Cinema,263,11.85,6.2,47267001.0,67000000.0,Full,,,
Action,C. Thomas Howell,Robert Harmon,Silver Screen Partners,192,5.65,6.9,5844868.0,6000000.0,Full,,,
Action,Caitlin Stasey,Stuart Beattie,Omnilab Media,195,4.98,6.2,16504936.0,27000000.0,Full,,,
Action,Cameron Diaz,McG,Columbia Pictures,1092,8.8,5.4,261640666.0,106000000.0,Full,,,
Action,Carl Weathers,Craig R. Baxley,Silver Pictures,51,14.05,4.9,20256975.0,7000000.0,Full,,,
Action,Carlos Gallardo,Robert Rodriguez,Columbia Pictures,243,9.97,6.6,2040920.0,220000.0,Full,,,
Action,Casey Affleck,John Hillcoat,Worldview Entertainment,812,12.89,5.6,12639297.0,20000000.0,Full,,,
Action,Catherine Deneuve,Peter Hyams,Crystal Sky Worldwide,56,4.26,5.2,27053815.0,40000000.0,Full,,,
Action,Catherine Zeta-Jones,Rob Marshall,Miramax Films,695,13.33,6.9,306776732.0,45000000.0,Full,,,
Action,Cedric the Entertainer,Les Mayfield,New Line Cinema,78,11.11,4.7,10337477.0,20000000.0,Full,,,
Action,Channing Tatum,Phil Lord,Columbia Pictures,4151,11.25,6.7,201585328.0,42000000.0,Full,,,
Action,Channing Tatum,Roland Emmerich,Columbia Pictures,1910,9.92,6.3,205366737.0,150000000.0,Full,,,
Action,Charles Bronson,Allan A. Goldstein,21st Century Film Corporation,46,3.6,5.0,1702394.0,5000000.0,Full,,,
Action,Charles Bronson,Michael Winner,Cannon Films,74,7.97,6.1,45000000.0,2000000.0,Full,,,
Action,Charles Bronson,Michael Winner,Cannon Group,68,12.83,6.1,16945171.0,9000000.0,Full,,,
Action,Charlie Hunnam,Guy Ritchie,Village Roadshow Pictures,1506,44.25,6.5,146175066.0,175000000.0,Full,,,
Action,Charlie Hunnam,James Gray,Plan B Entertainment,598,21.79,6.1,8574339.0,30000000.0,Full,,,
Action,Charlie Sheen,David Twohy,Live Entertainment,200,6.5,6.1,14048372.0,25000000.0,Full,,,
Action,Charlie Sheen,Deran Sarafian,Hollywood Pictures,82,8.01,5.0,16478900.0,50000000.0,Full,,,
Action,Charlie Sheen,George P. Cosmatos,Hollywood Pictures,12,3.73,4.0,2154540.0,45000000.0,Full,,,
Action,Charlie Sheen,Jim Abrahams,Twentieth Century Fox Film Corporation,526,12.25,6.3,157424494.0,25500000.0,Full,,,
Action,Charlie Sheen,Stephen Herek,Walt Disney Pictures,219,6.35,6.2,53898845.0,30000000.0,Full,,,
Action,Charlize Theron,David Leitch,Denver and Delilah Productions,748,14.46,6.1,90007945.0,30000000.0,Full,,,
Action,Charlize Theron,Karyn Kusama,Paramount Pictures,717,12.2,5.4,52304001.0,62000000.0,Full,,,
Action,Charlize Theron,Luis Mandoki,Senator Film Produktion,140,5.78,5.8,6916869.0,30000000.0,Full,,,
Action,Chen Kun,Wuershan,Beijing Enlight Pictures,71,4.21,6.0,278300000.0,37000000.0,Full,,,
Action,Choi Min-sik,Park Hoon-Jung,Next Entertainment World,17,3.45,7.5,11083449.0,5000.0,Full,,,
Action,Chow Yun-fat,Antoine Fuqua,Columbia Pictures Corporation,128,9.38,6.0,19204929.0,30000000.0,Full,,,
Action,Chris Brown,John Luessenhop,Rainforest Films,399,7.0,6.1,69055695.0,32000000.0,Full,,,
Action,Chris Evans,Anthony Russo,Marvel Studios,5881,18.72,7.6,714766572.0,170000000.0,Full,,,
Action,Chris Evans,Bong Joon-ho,CJ Entertainment,2910,14.13,6.7,86758912.0,39200000.0,Full,,,
Action,Chris Evans,David R. Ellis,New Line Cinema,548,5.92,6.1,56422687.0,25000000.0,Full,,,
Action,Chris Evans,Joe Johnston,Paramount Pictures,7174,19.32,6.6,370569774.0,140000000.0,Full,,,
Action,Chris Hemsworth,Alan Taylor,Marvel Studios,4873,34.91,6.8,644571402.0,170000000.0,Full,,,
Action,Chris Hemsworth,Cedric Nicolas-Troyan,Universal Pictures,1575,17.26,6.0,164602163.0,115000000.0,Full,,,
Action,Chris Kattan,Rob Pritts,Robert Simonds Productions,54,4.89,4.1,23978402.0,11000000.0,Full,,,
Action,Chris O'Donnell,Martin Campbell,Columbia Pictures Corporation,287,6.55,5.9,215663859.0,75000000.0,Full,,,
Action,Chris Pine,Craig Gillespie,Walt Disney Pictures,597,10.39,6.3,52099090.0,80000000.0,Full,,,
Action,Chris Pine,J.J. Abrams,Paramount Pictures,4479,15.78,7.4,467365246.0,190000000.0,Full,,,
Action,Chris Pine,Justin Lin,Paramount Pictures,2636,20.66,6.6,343471816.0,185000000.0,Full,,,
Action,Chris Pine,Kenneth Branagh,Paramount Pictures,1194,11.23,5.9,50549107.0,60000000.0,Full,,,
Action,Chris Pratt,Colin Trevorrow,Universal Studios,8842,32.79,6.5,1513528810.0,150000000.0,Full,,,
Action,Chris Pratt,James Gunn,Marvel Studios,10014,53.29,7.9,773328629.0,170000000.0,Full,,,
Action,Chris Pratt,James Gunn,Walt Disney Pictures,4858,185.33,7.6,863416141.0,200000000.0,Full,,,
Action,Chris Tucker,Brett Ratner,New Line Cinema,940,9.03,6.25,302674018.0,115000000.0,Full,,,
Action,"Chris Warren, Jr.",Gina Prince-Bythewood,40 Acres & A Mule Filmworks,93,5.73,7.5,27728118.0,20000000.0,Full,,,
Action,Christian Bale,Christopher Nolan,DC Comics,7511,28.51,7.5,374218673.0,150000000.0,Full,,,
Action,Christian Bale,Christopher Nolan,Legendary Pictures,9263,20.58,7.6,1084939099.0,250000000.0,Full,,,
Action,Christian Bale,Kurt Wimmer,Dimension Films,1584,12.67,6.9,5359645.0,20000000.0,Full,,,
Action,Christian Bale,McG,Columbia Pictures,2496,16.51,5.9,371353001.0,200000000.0,Full,,,
Action,Christian Slater,Tony Scott,Davis-Films,762,17.19,7.5,12281551.0,12500000.0,Full,,,
Action,Christian Slater,Uwe Boll,Boll Kino Beteiligungs GmbH & Co. KG,174,5.87,3.1,10442808.0,20000000.0,Full,,,
Action,Christopher Gorham,Mitch Davis,3Mark Entertainment,14,1.78,6.7,4720371.0,7000000.0,Full,,,
Action,Christopher Lambert,Andrew Morahan,Trans-Film,110,6.87,4.5,36800000.0,26000000.0,Full,,,
Action,Christopher Lambert,Douglas Aarniokoski,Davis-Panzer Productions,107,11.43,4.4,15843608.0,25000000.0,Full,,,
Action,Christopher Lambert,Graham Baker,CTV International,52,7.75,4.4,1531251.0,20000000.0,Full,,,
Action,Christopher Lambert,Paul W.S. Anderson,New Line Cinema,452,10.87,5.4,122195920.0,18000000.0,Full,,,
Action,Christopher Lambert,Russell Mulcahy,Lamb Bear Entertainment,213,8.03,4.5,15556340.0,30000000.0,Full,,,
Action,Christopher Lambert,Stuart Gordon,Village Roadshow Pictures,171,5.97,5.7,6739141.0,8000000.0,Full,,,
Action,Christopher Lloyd,William A. Fraker,ITC Entertainment,14,1.38,3.7,2945600.0,18000000.0,Full,,,
Action,Christopher Plummer,Shane Acker,Focus Films,1291,18.5,6.6,48428063.0,30000000.0,Full,,,
Action,Christopher Reeve,Sidney J. Furie,Cannon Films,327,7.99,4.1,19300000.0,17000000.0,Full,,,
Action,Chuck Norris,Aaron Norris,Unknown,26,1.56,4.3,5093707.0,6000000.0,Full,,,
Action,Chuck Norris,Joseph Zito,Cannon Group,107,6.24,5.2,22812411.0,1500000.0,Full,,,
Action,Chuck Norris,Lance Hool,Golan-Globus Productions,65,9.11,5.0,10755447.0,2410000.0,Full,,,
Action,Chuck Norris,Michael Miller,Columbia Pictures Corporation,22,1.81,5.0,10500000.0,4500000.0,Full,,,
Action,Chuck Norris,Steve Carver,1818,67,5.84,5.5,12232628.0,5000000.0,Full,,,
Action,Claire Danes,Scott Silver,Metro-Goldwyn-Mayer (MGM),37,3.83,4.1,13260050.0,50000000.0,Full,,,
Action,Clint Eastwood,Clint Eastwood,Malpaso Productions,202,7.75,6.05,32178946.0,12500000.0,Full,,,
Action,Clint Eastwood,Clint Eastwood,Village Roadshow Pictures,407,7.46,6.3,128884132.0,65000000.0,Full,,,
Action,Clint Eastwood,Clint Eastwood,Warner Bros.,210,9.74,6.5,67642693.0,22000000.0,Full,,,
Action,Clint Eastwood,Richard Benjamin,Warner Bros.,49,12.88,5.1,38348988.0,25000000.0,Full,,,
Action,Clint Eastwood,Wolfgang Petersen,Castle Rock Entertainment,392,12.64,6.8,176997168.0,40000000.0,Full,,,
Action,Clive Owen,Michael Davis,New Line Cinema,589,7.26,6.3,26820641.0,39000000.0,Full,,,
Action,Cole Hauser,Bruce Hunt,Lakeshore Entertainment,204,8.08,5.2,15007991.0,30000000.0,Full,,,
Action,Cole Hauser,Paul Abascal,Icon Productions,52,12.55,5.8,16605763.0,20000000.0,Full,,,
Action,Colin Farrell,Len Wiseman,Columbia Pictures,2540,16.43,5.8,198802074.0,125000000.0,Full,,,
Action,Colin Farrell,Les Mayfield,Morgan Creek Productions,56,10.86,5.7,13678913.0,35000000.0,Full,,,
Action,Colin Firth,Doug Lefler,Ingenious Film Partners,210,8.92,5.0,25303038.0,67000000.0,Full,,,
Action,Columbus Short,Nimród Antal,Screen Gems,211,9.95,5.5,22942221.0,20000000.0,Full,,,
Action,Craig Sheffer,Clive Barker,Seraphim Films,106,6.37,6.4,8862354.0,11000000.0,Full,,,
Action,Craig T. Nelson,Brad Bird,Walt Disney Pictures,5290,22.22,7.4,631442092.0,92000000.0,Full,,,
Action,Cuba Gooding Jr.,Hugh Johnson,Warner Bros.,30,3.06,5.3,11263966.0,70000000.0,Full,,,
Action,Cyril Raffaelli,Patrick Alessandrin,Sofica Europacorp,323,9.13,6.0,8786375.0,15000000.0,Full,,,
Action,DMX,Ernest R. Dickerson,ContentFilm,34,6.21,5.7,5923000.0,3000000.0,Full,,,
Action,Dacre Montgomery,Dean Israelite,Lionsgate,1321,23.25,6.3,142337240.0,100000000.0,Full,,,
Action,Daisy Ridley,J.J. Abrams,Lucasfilm,7993,31.63,7.5,2068223624.0,245000000.0,Full,,,
Action,Dakota Fanning,Paul McGuigan,Icon Productions,671,11.6,5.9,45465299.0,38000000.0,Full,,,
Action,Damon Wayans,Ernest R. Dickerson,Universal Pictures,164,7.86,5.4,22611954.0,25000000.0,Full,,,
Action,Dan Aykroyd,Tom Mankiewicz,Universal Pictures,139,7.91,5.7,66673516.0,20000000.0,Full,,,
Action,Daniel Craig,Christian Volckman,Onyx Films,78,9.75,6.7,1831348.0,18000000.0,Full,,,
Action,Daniel Craig,Edward Zwick,Paramount Vantage,580,13.99,6.7,51155219.0,32000000.0,Full,,,
Action,Daniel Craig,Jon Favreau,Imagine Entertainment,2054,10.96,5.4,174822325.0,163000000.0,Full,,,
Action,Daniel Craig,Sam Mendes,Columbia Pictures,6135,22.62,6.6,994617811.0,222500000.0,Full,,,
Action,Daniel Day-Lewis,Michael Mann,Morgan Creek Productions,747,15.23,7.1,75505856.0,40000000.0,Full,,,
Action,Danila Kozlovsky,Aleksey Andrianov,Three T Productions,10,1.82,4.6,4588176.0,6000000.0,Full,,,
Action,Danny Trejo,Robert Rodriguez,Dune Entertainment,1171,7.12,6.3,31327899.0,20000000.0,Full,,,
Action,Danny Trejo,Robert Rodriguez,Open Road Films,642,9.25,5.3,15008161.0,12000000.0,Full,,,
Action,Dany Boon,Jean-Pierre Jeunet,France 2 Cinéma,150,5.28,6.8,14000000.0,33000000.0,Full,,,
Action,David Arquette,Brian Robbins,Bel Air Entertainment,51,3.69,4.7,12372410.0,24000000.0,Full,,,
Action,David Belle,Pierre Morel,Canal Plus,572,7.59,6.5,9584131.0,12000000.0,Full,,,
Action,David Boreanaz,Dave Bullock,Warner Bros. Entertainment,115,7.03,6.6,5231128.0,3500000.0,Full,,,
Action,David Caruso,William Friedkin,Paramount Pictures,45,11.42,5.1,9851610.0,50000000.0,Full,,,
Action,David Duchovny,Ivan Reitman,DreamWorks SKG,650,5.4,5.7,98376292.0,80000000.0,Full,,,
Action,David Johansen,Bill Fishman,Orion Pictures,5,1.06,3.0,1238080.0,10700000.0,Full,,,
Action,David Rasche,John Schlesinger,Unknown,0,0.42,0.0,939423.0,24000000.0,Full,,,
Action,Debi Derryberry,John A. Davis,Nickelodeon Movies,235,7.31,5.6,80936232.0,25000000.0,Full,,,
Action,Dee Wallace,Stephen Herek,New Line Cinema,221,10.11,5.9,13167232.0,2000000.0,Full,,,
Action,Demi Moore,Ridley Scott,Caravan Pictures,404,9.38,6.0,48169156.0,50000000.0,Full,,,
Action,Denis Nikiforov,Anton Megerdichev,Central Partnership,5,0.47,5.6,11171900.0,6000000.0,Full,,,
Action,Dennis Quaid,Jeb Stuart,Paramount Pictures,52,3.74,5.8,6482195.0,37000000.0,Full,,,
Action,Dennis Quaid,John Moore,Twentieth Century Fox Film Corporation,282,15.43,5.7,21009180.0,45000000.0,Full,,,
Action,Dennis Quaid,Roland Emmerich,Lions Gate Films,2462,15.05,6.2,544272402.0,125000000.0,Full,,,
Action,Denzel Washington,Albert Hughes,Alcon Entertainment,2207,14.4,6.6,157107755.0,80000000.0,Full,,,
Action,Denzel Washington,Antoine Fuqua,Village Roadshow Pictures,1665,13.66,7.3,104876233.0,45000000.0,Full,,,
Action,Denzel Washington,Baltasar Kormákur,Universal Studios,1611,13.34,6.6,131940411.0,61000000.0,Full,,,
Action,Denzel Washington,Brett Leonard,Paramount Pictures,163,5.19,5.4,24048000.0,30000000.0,Full,,,
Action,Denzel Washington,Daniel Espinosa,Universal Pictures,1361,8.34,6.3,208076205.0,85000000.0,Full,,,
Action,Denzel Washington,Tony Scott,Hollywood Pictures,508,8.66,7.0,157387195.0,53000000.0,Full,,,
Action,Denzel Washington,Tony Scott,Jerry Bruckheimer Films,1519,14.92,6.6,180557550.0,75000000.0,Full,,,
Action,Denzel Washington,Tony Scott,Regency Enterprises,1583,9.64,7.3,130293714.0,70000000.0,Full,,,
Action,Denzel Washington,Tony Scott,Twentieth Century Fox Film Corporation,1193,12.7,6.3,167805466.0,100000000.0,Full,,,
Action,Devon Sawa,Christian Duguay,Paramount Pictures,28,2.95,5.0,10959475.0,40000000.0,Full,,,
Action,Dhanush,Vetrimaran,Sun Pictures,8,0.37,6.8,6000000.0,4000000.0,Full,,,
Action,Diane Kruger,Stéphane Rybojad,StudioCanal,132,5.36,6.4,10759.0,10000000.0,Full,,,
Action,Dolph Lundgren,Craig R. Baxley,Epic Productions,75,7.96,5.5,9229401.0,7000000.0,Full,,,
