primary_genre,lead_actor,director,production_company,vote_count,popularity,vote_average,revenue,budget,specificity,count,source,added_date
Action,Jean-Claude Van Damme,John Woo,Any,237,7.83,6.1,74189677.0,18000000.0,High,,,
Action,Jean-Claude Van Damme,Mic Rodgers,Any,138,7.81,4.2,10667893.0,45000000.0,High,,,
Action,Jean-Claude Van Damme,Newt Arnold,Any,370,8.82,6.6,11806119.0,1500000.0,High,,,
Action,Jean-Claude Van Damme,Peter Hyams,Any,174,5.23,5.5,64350171.0,35000000.0,High,,,
Action,Jean-Claude Van Damme,Ringo Lam,Any,104,7.37,5.3,51702483.0,25000000.0,High,,,
Action,Jean-Claude Van Damme,Sheldon Lettich,Any,179,4.62,5.9,24078196.0,6000000.0,High,,,
Action,Jean-Claude Van Damme,Steven E. de Souza,Any,330,13.58,4.1,99423521.0,35000000.0,High,,,
Action,Jeff Bridges,John Carpenter,Any,219,9.76,6.6,28744356.0,22000000.0,High,,,
Action,Jeff Bridges,John Guillermin,Any,29,2.66,4.6,4711220.0,10000000.0,High,,,
Action,Jeff Bridges,Ridley Scott,Any,86,9.57,6.3,10300000.0,38000000.0,High,,,
Action,Jeff Bridges,Robert Benton,Any,21,7.57,5.5,5669831.0,12000000.0,High,,,
Action,Jeff Speakman,Mark DiSalle,Any,25,1.63,6.0,14061361.0,10000000.0,High,,,
Action,Jeffrey Dean Morgan,Sylvain White,Any,522,12.8,6.2,23580000.0,25000000.0,High,,,
Action,Jeffrey Falcon,Lance Mungia,Any,36,2.74,5.8,124494.0,2000000.0,High,,,
Action,Jennifer Garner,Rob Bowman,Any,590,13.8,4.9,56681566.0,43000000.0,High,,,
Action,Jennifer Jason Leigh,David Cronenberg,Any,487,11.45,6.7,2856712.0,15000000.0,High,,,
Action,Jennifer Lawrence,Francis Lawrence,Any,4117,26.63,6.6,653428261.0,160000000.0,High,,,
Action,Jeremy Renner,Taylor Sheridan,Any,181,40.8,7.4,184770205.0,11000000.0,High,,,
Action,Jeremy Renner,Tony Gilroy,Any,2683,14.89,6.0,276572938.0,130000000.0,High,,,
Action,Jesse Eisenberg,Jon M. Chu,Any,3362,39.54,6.7,334901337.0,90000000.0,High,,,
Action,Jesse Eisenberg,Ruben Fleischer,Any,537,9.76,5.6,40547440.0,28000000.0,High,,,
Action,Jessica Alba,Robert Rodriguez,Any,2755,15.01,7.2,158733820.0,40000000.0,High,,,
Action,Jet Li,Andrzej Bartkowiak,Any,288,8.37,5.9,73763159.0,25000000.0,High,,,
Action,Jet Li,Chris Nahon,Any,304,7.64,6.4,64437847.0,25000000.0,High,,,
Action,Jet Li,James Wong,Any,445,9.77,5.7,72700000.0,49000000.0,High,,,
Action,Jet Li,Louis Leterrier,Any,531,7.91,6.6,50871113.0,45000000.0,High,,,
Action,Jet Li,Philip G. Atwell,Any,422,12.08,6.0,40452643.0,25000000.0,High,,,
Action,Jim Belushi,Rod Daniel,Any,209,5.77,5.5,78247647.0,17000000.0,High,,,
Action,Jim Caviezel,Kevin Reynolds,Any,463,10.77,7.3,75395048.0,35000000.0,High,,,
Action,Joe Mantegna,Patrick Read Johnson,Any,281,12.51,5.8,16671505.0,50000000.0,High,,,
Action,Joel Kinnaman,José Padilha,Any,2385,10.25,5.7,242688965.0,120000000.0,High,,,
Action,John Candy,Mark L. Lester,Any,46,5.04,5.3,15945534.0,12000000.0,High,,,
Action,John Candy,Michael Moore,Any,57,5.39,5.9,178104.0,11000000.0,High,,,
Action,John Cena,John Bonito,Any,165,6.68,5.0,22165608.0,20000000.0,High,,,
Action,John Cena,Renny Harlin,Any,223,13.59,5.7,17280326.0,20000000.0,High,,,
Action,John Cusack,Joshua Seftel,Any,86,4.8,5.6,1296184.0,5000000.0,High,,,
Action,John Cusack,Roland Emmerich,Any,4994,16.7,5.6,769653595.0,200000000.0,High,,,
Action,John Leguizamo,Franc. Reyes,Any,33,2.15,6.4,18591272.0,4000000.0,High,,,
Action,John Neville,Terry Gilliam,Any,185,7.75,6.9,8083123.0,46630000.0,High,,,
Action,John Savage,Charles Jarrott,Any,1,1.7,5.0,6892098.0,10000000.0,High,,,
Action,John Travolta,Costa-Gavras,Any,81,4.91,5.9,10541523.0,50000000.0,High,,,
Action,John Travolta,Dominic Sena,Any,946,9.65,6.1,147080413.0,102000000.0,High,,,
Action,John Travolta,John McTiernan,Any,290,14.33,6.2,42792561.0,50000000.0,High,,,
Action,John Travolta,John Woo,Any,1036,13.21,6.25,197973146.0,65000000.0,High,,,
Action,John Travolta,Pierre Morel,Any,684,6.89,6.2,52826594.0,52000000.0,High,,,
Action,John Travolta,Roger Christian,Any,259,5.28,3.0,21400000.0,44000000.0,High,,,
Action,John Turturro,David Salle,Any,4,0.74,6.1,389503.0,4000000.0,High,,,
Action,Johnny Depp,Florian Henckel von Donnersmarck,Any,1744,12.85,6.0,278731369.0,100000000.0,High,,,
Action,Johnny Depp,Gore Verbinski,Any,2361,12.73,5.9,89289910.0,255000000.0,High,,,
Action,Johnny Knoxville,Jay Chandrasekhar,Any,321,9.04,5.1,110803676.0,50000000.0,High,,,
Action,Johnny Knoxville,Jeff Tremaine,Any,306,7.92,6.4,72778712.0,11000000.0,High,,,
Action,Johnny Yong Bosch,Shuki Levy,Any,60,5.44,4.6,17979739.0,10000000.0,High,,,
Action,Jon Voight,Andrei Konchalovsky,Any,129,15.24,7.0,7936012.0,9000000.0,High,,,
Action,Jonny Lee Miller,Iain Softley,Any,406,14.81,6.2,7563728.0,20000000.0,High,,,
Action,Jordan Peele,Peter Atencio,Any,434,7.94,6.0,20566327.0,15000000.0,High,,,
Action,Joseph Gordon-Levitt,Rian Johnson,Any,4777,12.73,6.6,47042000.0,30000000.0,High,,,
Action,Josh Brolin,Jimmy Hayward,Any,427,9.48,4.5,10539000.0,47000000.0,High,,,
Action,Josh Duhamel,Trey Nelson,Any,48,3.99,5.8,25000.0,25000.0,High,,,
Action,Josh Hartnett,Ridley Scott,Any,1832,10.06,7.2,172989651.0,92000000.0,High,,,
Action,Josh Lucas,Rob Cohen,Any,341,13.89,4.9,76932943.0,135000000.0,High,,,
Action,Jude Law,Miguel Sapochnik,Any,627,7.5,6.2,18409891.0,32000000.0,High,,,
Action,Julia Dietze,Timo Vuorensola,Any,563,19.56,5.6,8135031.0,7500000.0,High,,,
Action,Justin Timberlake,Andrew Niccol,Any,3512,10.32,6.7,173930596.0,40000000.0,High,,,
Action,Justin Whalin,Courtney Solomon,Any,159,4.88,3.9,15185241.0,35000000.0,High,,,
Action,Jürgen Prochnow,Wolfgang Petersen,Any,623,8.8,7.9,85000000.0,14000000.0,High,,,
Action,Kajol,Kunal Kohli,Any,53,3.0,6.7,22175908.0,5300000.0,High,,,
Action,Kal Penn,Jason Friedberg,Any,334,5.55,3.2,86865564.0,20000000.0,High,,,
Action,Kamal Haasan,Kamal Haasan,Any,25,1.54,5.5,51000000.0,17000000.0,High,,,
Action,Kari Hietalahti,Aleksi Mäkelä,Any,8,0.47,5.6,532269.0,1800000.0,High,,,
Action,Karl Urban,Pete Travis,Any,1971,12.15,6.6,41037742.0,50000000.0,High,,,
Action,Kate Beckinsale,Anna Foerster,Any,1619,20.03,5.2,81093313.0,35000000.0,High,,,
Action,Kate Beckinsale,Dominic Sena,Any,225,7.76,5.3,12206028.0,40000000.0,High,,,
Action,Katherine Heigl,Julie Anne Robinson,Any,392,6.32,5.3,36893721.0,40000000.0,High,,,
Action,Katherine Heigl,Robert Luketic,Any,792,6.54,5.7,98159963.0,75000000.0,High,,,
Action,Keanu Reeves,Andrew Davis,Any,291,15.87,5.3,60209334.0,50000000.0,High,,,
Action,Keanu Reeves,Chad Stahelski,Any,5499,183.87,7.0,88761661.0,20000000.0,High,,,
Action,Keanu Reeves,David Ayer,Any,369,13.25,6.3,65569869.0,20000000.0,High,,,
Action,Keanu Reeves,Jan de Bont,Any,1814,10.86,6.8,350448145.0,30000000.0,High,,,
Action,Keanu Reeves,Keanu Reeves,Any,295,11.83,5.8,2054941.0,25000000.0,High,,,
Action,Keanu Reeves,Lana Wachowski,Any,9079,33.37,7.9,463517383.0,63000000.0,High,,,
Action,Keenen Ivory Wayans,David Hogan,Any,27,10.32,5.8,11838218.0,25000000.0,High,,,
Action,Keenen Ivory Wayans,Keenen Ivory Wayans,Any,31,3.02,6.0,29392418.0,10000000.0,High,,,
Action,Keira Knightley,Tony Scott,Any,450,6.39,6.0,22944502.0,50000000.0,High,,,
Action,Kellan Lutz,Renny Harlin,Any,542,6.6,4.4,61279452.0,70000000.0,High,,,
Action,Ken Tanaka,Koji Hashimoto,Any,34,2.89,6.7,4100000.0,2000000.0,High,,,
Action,Ken Watanabe,Clint Eastwood,Any,553,11.65,7.2,68673228.0,19000000.0,High,,,
Action,Kevin Bacon,James Wan,Any,303,6.61,6.4,16974459.0,20000000.0,High,,,
Action,Kevin Bacon,Paul Verhoeven,Any,645,7.91,5.6,190213455.0,95000000.0,High,,,
Action,Kevin Bacon,Ron Underwood,Any,882,15.75,6.6,48572000.0,11000000.0,High,,,
Action,Kevin Conroy,Bruce Timm,Any,218,7.29,7.4,5617391.0,6000000.0,High,,,
Action,Kevin Conroy,Sam Liu,Any,485,6.49,6.2,3775000.0,3500000.0,High,,,
Action,Kevin Costner,Andrew Davis,Any,394,10.03,6.8,55011732.0,70000000.0,High,,,
Action,Kevin Costner,Ariel Vromen,Any,566,10.04,5.8,14708696.0,31500000.0,High,,,
Action,Kevin Costner,McG,Any,896,17.86,6.0,52597999.0,28000000.0,High,,,
Action,Kevin Costner,Roger Donaldson,Any,155,11.46,6.9,35509515.0,15000000.0,High,,,
Action,Kevin Hart,David Soren,Any,159,88.56,6.5,110824373.0,38000000.0,High,,,
Action,Kevin Hart,Tim Story,Any,567,9.42,6.1,124827316.0,40000000.0,High,,,
Action,Kevin James,Andy Fickman,Any,576,17.02,5.0,107597242.0,38000000.0,High,,,
Action,Kevin James,Steve Carr,Any,807,13.0,5.2,183293131.0,26000000.0,High,,,
Action,Kim Basinger,Jerry Rees,Any,17,2.71,5.0,12454768.0,26000000.0,High,,,
Action,Kim Basinger,Susan Montford,Any,36,9.0,4.8,391410.0,6000000.0,High,,,
Action,Kip Pardue,Renny Harlin,Any,180,5.31,4.5,54744738.0,94000000.0,High,,,
Action,Kit Harington,Paul W.S. Anderson,Any,1294,12.2,5.2,117831631.0,130000000.0,High,,,
Action,Klaus Maria Brandauer,Randal Kleiser,Any,139,12.32,6.5,34793160.0,14000000.0,High,,,
Action,Kris Kristofferson,Michael Cimino,Any,56,4.39,6.5,3484331.0,44000000.0,High,,,
Action,Kristanna Loken,Uwe Boll,Any,120,6.51,3.6,2405420.0,25000000.0,High,,,
Action,Kristen Bell,Dax Shepard,Any,225,7.15,5.5,14400000.0,2000000.0,High,,,
Action,Kristin Kreuk,Andrzej Bartkowiak,Any,113,6.66,3.9,12764201.0,50000000.0,High,,,
Action,Kristoffer Joner,Roar Uthaug,Any,317,6.98,6.5,12975143.0,5904067.0,High,,,
Action,Kristy Swanson,Fran Rubel Kuzui,Any,192,4.94,5.3,16624456.0,7000000.0,High,,,
Action,Kurt Russell,Demian Lichtenstein,Any,181,4.76,5.8,18720175.0,62000000.0,High,,,
Action,Kurt Russell,George P. Cosmatos,Any,632,11.34,7.4,56505065.0,25000000.0,High,,,
Action,Kurt Russell,John Carpenter,Any,554,11.67,6.35,26638682.0,37500000.0,High,,,
Action,Kurt Russell,Paul W.S. Anderson,Any,226,7.97,6.1,14567883.0,75000000.0,High,,,
Action,Kurt Russell,Quentin Tarantino,Any,1359,13.41,6.7,25037897.0,25000000.0,High,,,
Action,Kurt Russell,Robert Zemeckis,Any,71,6.96,6.3,11715321.0,8000000.0,High,,,
Action,Kurt Russell,Roland Emmerich,Any,942,13.33,6.8,196567262.0,55000000.0,High,,,
Action,Kurt Russell,Ron Howard,Any,360,9.88,6.4,152368585.0,75000000.0,High,,,
Action,Kurt Russell,Ron Shelton,Any,86,4.98,6.5,9237470.0,15000000.0,High,,,
Action,Kurt Russell,Stuart Baird,Any,261,13.11,5.8,121969216.0,55000000.0,High,,,
Action,Kurt Russell,Thom Eberhardt,Any,90,5.43,5.6,22518097.0,24000000.0,High,,,
Action,Kurt Thomas,Robert Clouse,Any,14,1.54,4.7,5730596.0,8500000.0,High,,,
Action,Kyle MacLachlan,David Lynch,Any,576,9.26,6.5,30925690.0,40000000.0,High,,,
Action,Lau Ching-Wan,Law Chi-Leung,Any,21,1.68,6.0,117629.0,12000000.0,High,,,
Action,Laura Linney,Frank Marshall,Any,214,7.26,5.0,152022101.0,50000000.0,High,,,
Action,Laurence Fishburne,Kevin Hooks,Any,49,3.91,5.2,17193231.0,25000000.0,High,,,
Action,Laurence Fishburne,Reggie Rock Bythewood,Any,63,11.27,5.0,23510601.0,24000000.0,High,,,
Action,Lee Horsley,Albert Pyun,Any,30,3.52,5.6,39103425.0,4000000.0,High,,,
Action,Lennie Loftin,Ben Garant,Any,72,4.47,5.6,20342161.0,10000000.0,High,,,
Action,Leonardo DiCaprio,Christopher Nolan,Any,14075,29.11,8.1,825532764.0,160000000.0,High,,,
Action,Leonardo DiCaprio,Ridley Scott,Any,919,12.89,6.5,113280098.0,70000000.0,High,,,
Action,Li Yu-Chun,Andrew Lau,Any,27,2.08,5.4,5290.0,15000000.0,High,,,
Action,Liam Hemsworth,Dito Montiel,Any,229,9.0,4.9,3639345.0,11000000.0,High,,,
Action,Liam Hemsworth,Roland Emmerich,Any,2550,16.99,4.9,389681935.0,165000000.0,High,,,
Action,Liam Neeson,Jaume Collet-Serra,Any,1586,16.98,6.53,141719214.0,43333333.0,High,,,
Action,Liam Neeson,Joe Carnahan,Any,1476,14.32,6.4,77278331.0,25000000.0,High,,,
Action,Liam Neeson,Olivier Megaton,Any,2783,16.38,6.1,376141306.0,45000000.0,High,,,
Action,Liam Neeson,Pierre Morel,Any,4444,16.37,7.2,226830568.0,25000000.0,High,,,
Action,Liam Neeson,Sam Raimi,Any,304,8.9,6.2,48878502.0,16000000.0,High,,,
Action,Lily Collins,Harald Zwart,Any,1649,14.34,6.2,90565421.0,60000000.0,High,,,
Action,Lizzy Caplan,Matt Reeves,Any,2297,12.87,6.4,170764026.0,25000000.0,High,,,
Action,Lorenza Izzo,Eli Roth,Any,359,9.34,5.0,6833445.0,5000000.0,High,,,
Action,Lori Petty,Rachel Talalay,Any,140,7.6,5.5,4064495.0,25000000.0,High,,,
Action,Lucas Black,Justin Lin,Any,1749,2.24,6.1,158468292.0,85000000.0,High,,,
Action,Lucas Till,Chris Wedge,Any,209,14.8,6.0,64493915.0,125000000.0,High,,,
Action,Luis Tosar,Daniel Monzón,Any,288,8.08,7.3,19300483.0,5700000.0,High,,,
Action,Madhavan,Sudha Kongara Prasad,Any,11,0.76,6.7,2100000.0,300000.0,High,,,
Action,Malin Åkerman,Zack Snyder,Any,2892,16.55,7.0,185258983.0,130000000.0,High,,,
Action,Manoj Bajpayee,Anurag Kashyap,Any,83,9.78,7.0,4100000.0,1400000.0,High,,,
Action,Marc Singer,Sylvio Tabet,Any,17,4.04,4.6,869325.0,6000000.0,High,,,
Action,Marie Avgeropoulos,Daniel Benmayor,Any,437,9.06,5.9,593683.0,11000000.0,High,,,
Action,Mark Dacascos,Sheldon Lettich,Any,30,7.96,6.8,3283371.0,6000000.0,High,,,
Action,Mark Strong,Guy Ritchie,Any,851,7.26,6.9,25739015.0,18000000.0,High,,,
Action,Mark Wahlberg,Antoine Fuqua,Any,1495,14.25,6.9,95696996.0,61000000.0,High,,,
Action,Mark Wahlberg,F. Gary Gray,Any,1949,14.0,6.6,176070171.0,60000000.0,High,,,
Action,Mark Wahlberg,James Foley,Any,60,9.21,6.1,15156200.0,25000000.0,High,,,
Action,Mark Wahlberg,John Moore,Any,625,10.08,5.2,85416905.0,35000000.0,High,,,
Action,Mark Wahlberg,John Singleton,Any,617,6.84,6.7,92374674.0,45000000.0,High,,,
Action,Mark Wahlberg,Kirk Wong,Any,112,5.98,6.1,27007143.0,13000000.0,High,,,
Action,Mark Wahlberg,Michael Bay,Any,1440,39.19,6.2,604942143.0,260000000.0,High,,,
Action,Mark Wahlberg,Peter Berg,Any,1549,10.86,7.4,149295601.0,40000000.0,High,,,
Action,Marlon Brando,John Glen,Any,13,6.0,4.3,8251071.0,40000000.0,High,,,
Action,Martin Freeman,Peter Jackson,Any,4884,31.72,7.1,956019788.0,250000000.0,High,,,
Action,Martin Henderson,Joseph Kahn,Any,121,5.57,4.7,46546197.0,40000000.0,High,,,
Action,Martin Henderson,Stuart Townsend,Any,75,4.52,6.3,908847.0,8000000.0,High,,,
Action,Martin Lawrence,Les Mayfield,Any,359,6.23,6.1,117758500.0,65000000.0,High,,,
Action,Masako Nozawa,Tadayoshi Yamamuro,Any,377,11.35,6.8,61768190.0,5000000.0,High,,,
Action,Matt Damon,Doug Liman,Any,3640,21.04,7.3,214034224.0,60000000.0,High,,,
Action,Matt Damon,Paul Greengrass,Any,2732,19.24,6.8,382269756.0,88333333.0,High,,,
Action,Matt Damon,Zhang Yimou,Any,1465,15.88,5.8,331957105.0,150000000.0,High,,,
Action,Matt Dillon,Francis Ford Coppola,Any,141,8.21,6.8,2494480.0,10000000.0,High,,,
Action,Matt Lanter,Jason Friedberg,Any,250,11.63,3.1,14109284.0,25000000.0,High,,,
Action,Matt LeBlanc,Stefan Ruzowitzky,Any,7,1.65,6.1,23000.0,15000000.0,High,,,
Action,Matthew Le Nevez,Brett Leonard,Any,38,6.12,4.0,143000.0,7500000.0,High,,,
Action,Matthew McConaughey,Breck Eisner,Any,440,8.95,5.7,119269486.0,130000000.0,High,,,
Action,Matthew McConaughey,Jonathan Mostow,Any,345,7.88,6.1,127666415.0,62000000.0,High,,,
Action,Matthew Modine,Carroll Ballard,Any,10,8.0,6.1,5519569.0,29000000.0,High,,,
Action,Matthias Schweighöfer,Nikolai Müllerschön,Any,80,4.92,6.4,40239.0,18000000.0,High,,,
Action,Małgorzata Foremniak,Mamoru Oshii,Any,93,5.02,6.8,8826094.0,8000000.0,High,,,
Action,Mel Gibson,George Miller,Any,765,12.69,5.9,36230219.0,12305523.0,High,,,
Action,Mel Gibson,Mel Gibson,Any,3404,20.76,7.7,210000000.0,72000000.0,High,,,
Action,Mel Gibson,Randall Wallace,Any,531,11.35,6.7,114660784.0,75000000.0,High,,,
Action,Mel Gibson,Richard Donner,Any,763,13.86,6.5,216760474.0,80000000.0,High,,,
Action,Mel Gibson,Roger Donaldson,Any,109,7.49,6.5,8613462.0,25000000.0,High,,,
Action,Mel Gibson,Ron Howard,Any,482,8.77,6.4,309492681.0,80000000.0,High,,,
Action,Melissa McCarthy,Paul Feig,Any,2396,15.21,6.1,232406864.0,104500000.0,High,,,
Action,Michael Caine,John Huston,Any,163,9.87,6.7,27453418.0,10000000.0,High,,,
Action,Michael Cera,Edgar Wright,Any,2185,13.79,7.2,47664559.0,60000000.0,High,,,
Action,Michael Douglas,Clark Johnson,Any,230,12.92,5.8,77920346.0,60000000.0,High,,,
Action,Michael Douglas,Lewis Teague,Any,289,10.57,6.0,96773200.0,25000000.0,High,,,
Action,Michael Douglas,Ridley Scott,Any,250,6.97,6.2,45892212.0,30000000.0,High,,,
Action,Michael Douglas,Robert Zemeckis,Any,477,6.83,6.6,86572238.0,10000000.0,High,,,
Action,Michael Dudikoff,Sam Firstenberg,Any,71,7.31,5.5,10499694.0,1000000.0,High,,,
Action,Michael Fassbender,Justin Kurzel,Any,2776,27.54,5.4,240697856.0,125000000.0,High,,,
Action,Michael Jai White,Mark A.Z. Dippé,Any,344,11.37,5.0,87840042.0,40000000.0,High,,,
Action,Michael Jai White,Scott Sanders,Any,204,10.92,7.3,296557.0,2900000.0,High,,,
Action,Michael Keaton,Tim Burton,Any,1706,15.0,6.6,280000000.0,80000000.0,High,,,
Action,Michael Nyqvist,Daniel Alfredson,Any,451,8.41,7.0,43498108.0,4000000.0,High,,,
Action,Michael Paré,Walter Hill,Any,105,6.96,6.6,8089290.0,14500000.0,High,,,
Action,Michael Peña,Dax Shepard,Any,277,12.24,6.2,26800152.0,25000000.0,High,,,
Action,Mickey Rourke,Michael Cimino,Any,70,7.51,6.5,18707466.0,24000000.0,High,,,
Action,Mickey Rourke,Simon Wincer,Any,86,7.34,6.1,7434726.0,23000000.0,High,,,
Action,Mike Maas,Joe Carnahan,Any,3,0.14,6.0,13674.0,7300.0,High,,,
Action,Miles Teller,Josh Trank,Any,2322,17.25,4.4,167977596.0,120000000.0,High,,,
Action,Milla Jovovich,Paul W.S. Anderson,Any,1380,0.72,5.77,284209988.0,55000000.0,High,,,
Action,Mohanlal,Ram Gopal Varma,Any,16,1.47,6.3,6000000.0,1500000.0,High,,,
Action,Mohanlal,Ranjith,Any,5,0.63,4.4,2250547.0,1050255.0,High,,,
Action,Mélanie Thierry,Bertrand Tavernier,Any,42,2.16,6.4,6775121.0,14734000.0,High,,,
Action,N!xau,Jamie Uys,Any,251,10.97,7.1,60000000.0,5000000.0,High,,,
Action,Natalie Portman,Gavin O'Connor,Any,293,8.83,5.4,1397284.0,25000000.0,High,,,
Action,Natalie Portman,James McTeigue,Any,4562,20.21,7.7,132511035.0,54000000.0,High,,,
Action,Natasha Henstridge,John Carpenter,Any,299,7.06,4.8,14010832.0,28000000.0,High,,,
Action,Nicholas Hoult,Bryan Singer,Any,2634,11.61,5.5,197687603.0,195000000.0,High,,,
Action,Nick Frost,Joe Cornish,Any,748,9.93,6.3,3964682.0,14350531.0,High,,,
Action,Nick Nolte,Charles Shyer,Any,41,3.57,5.3,61947267.0,45000000.0,High,,,
Action,Nicolas Cage,Alex Proyas,Any,1528,9.81,5.9,155446362.0,50000000.0,High,,,
Action,Nicolas Cage,Brian Taylor,Any,1163,9.42,4.7,149217355.0,57000000.0,High,,,
Action,Nicolas Cage,Danny Pang,Any,336,6.58,5.0,42487390.0,45000000.0,High,,,
Action,Nicolas Cage,Dominic Sena,Any,1511,14.09,6.1,237202299.0,90000000.0,High,,,
Action,Nicolas Cage,Jon Turteltaub,Any,1782,12.85,6.1,457363168.0,130000000.0,High,,,
Action,Nicolas Cage,Lee Tamahori,Any,880,9.42,5.9,76066841.0,70000000.0,High,,,
Action,Nicolas Cage,Roger Donaldson,Any,314,10.25,5.8,12355798.0,17000000.0,High,,,
Action,Nicolas Cage,Simon West,Any,817,9.65,5.8,113059396.0,55000000.0,High,,,
Action,Nicole Kidman,Frank Oz,Any,339,10.82,5.4,102000000.0,90000000.0,High,,,
Action,Nikola Rakočević,Stevan Filipović,Any,14,1.02,5.9,198.0,500000.0,High,,,
Action,Nivin Pauly,Abrid Shine,Any,6,0.35,7.7,2500000.0,300000.0,High,,,
Action,Noah Ringer,M. Night Shyamalan,Any,1180,9.54,4.7,318502923.0,150000000.0,High,,,
Action,Olga Kurylenko,Stephen S. Campanelli,Any,168,7.9,5.9,133332.0,20000000.0,High,,,
Action,Omar Epps,Ernest R. Dickerson,Any,103,5.55,7.0,20146880.0,5000000.0,High,,,
Action,Owen Wilson,John Erick Dowdle,Any,798,14.13,6.7,54418872.0,5000000.0,High,,,
Action,Owen Wilson,John Moore,Any,464,11.19,6.0,91753202.0,40000000.0,High,,,
Action,Paige Turco,Stuart Gillard,Any,189,8.14,5.1,42000000.0,21000000.0,High,,,
Action,Park Joong-hoon,Yoon Je-kyoon,Any,49,4.14,6.4,11301649.0,16000000.0,High,,,
Action,Patrick Dempsey,Geoff Burrowes,Any,13,5.86,5.5,4409328.0,16000000.0,High,,,
Action,Patrick Huard,Erik Canuel,Any,43,5.4,6.5,12671300.0,8000000.0,High,,,
Action,Patrick Swayze,John Milius,Any,217,8.23,6.4,38376497.0,4200000.0,High,,,
Action,Patrick Swayze,Kathryn Bigelow,Any,861,11.45,6.9,83531958.0,24000000.0,High,,,
Action,Patrick Swayze,Rowdy Herrington,Any,259,2.94,6.3,30050028.0,15000000.0,High,,,
Action,Paul Bettany,Scott Stewart,Any,710,8.26,5.4,78309131.0,60000000.0,High,,,
Action,Paul Newman,James Goldstone,Any,22,2.28,7.0,3763988.0,20000000.0,High,,,
Action,Paul Walker,Camille Delamarre,Any,628,7.48,5.7,68896829.0,28000000.0,High,,,
Action,Paul Walker,John Singleton,Any,2087,2.32,6.2,236350661.0,76000000.0,High,,,
Action,Paul Walker,John Stockwell,Any,466,10.02,5.8,44434439.0,50000000.0,High,,,
Action,Paul Walker,Richard Donner,Any,324,6.98,5.4,43935763.0,80000000.0,High,,,
Action,Paul Walker,Rob Cohen,Any,3485,1.41,6.6,207283925.0,38000000.0,High,,,
Action,Paul Walker,Wayne Kramer,Any,332,7.44,7.0,9500000.0,17000000.0,High,,,
Action,Paula Patton,Duncan Jones,Any,2325,12.57,6.3,433677183.0,160000000.0,High,,,
Action,Pawan Kalyan,Harish Shankar,Any,6,0.8,5.1,16000000.0,7000000.0,High,,,
Action,Penélope Cruz,Joachim Rønning,Any,319,19.29,5.8,10496317.0,35000000.0,High,,,
Action,Peter Weller,Irvin Kershner,Any,498,10.97,5.6,45681173.0,35000000.0,High,,,
Action,Peter Weller,Paul Verhoeven,Any,1494,13.49,7.1,53000000.0,13000000.0,High,,,
Action,Pierce Brosnan,Brett Ratner,Any,227,11.95,6.0,61347797.0,60000000.0,High,,,
Action,Pierce Brosnan,Peter Howitt,Any,104,5.74,5.6,30016165.0,28000000.0,High,,,
Action,Pierce Brosnan,Richard Shepard,Any,137,3.87,6.2,17297244.0,10000000.0,High,,,
Action,Pierce Brosnan,Roger Donaldson,Any,445,7.24,5.8,178127760.0,116000000.0,High,,,
Action,Piolo Pascual,Erik Matti,Any,32,2.93,6.2,466088.0,1052753.0,High,,,
Action,Prabhas,S.S. Rajamouli,Any,150,10.43,7.1,165000000.0,29000000.0,High,,,
Action,Pyotr Fyodorov,Aleksey Mizgiryov,Any,20,2.98,6.0,6101904.0,12823507.0,High,,,
Action,Pål Sverre Hagen,Mikkel Brænne Sandemose,Any,59,11.37,5.7,3721345.0,6500000.0,High,,,
Action,Rain,James McTeigue,Any,384,9.16,6.2,60462347.0,40000000.0,High,,,
Action,Rajinikanth,Pa. Ranjith,Any,21,2.02,5.9,74000000.0,18700000.0,High,,,
Action,Rajinikanth,S. Shankar,Any,36,2.83,6.7,40500000.0,19200000.0,High,,,
Action,Ray Liotta,Martin Campbell,Any,86,9.72,6.1,15340000.0,20000000.0,High,,,
Action,Ray Liotta,Robert Butler,Any,63,5.3,5.2,11466088.0,55000000.0,High,,,
Action,Ray Stevenson,Lexi Alexander,Any,298,8.33,5.6,10089373.0,20500000.0,High,,,
Action,Ray Winstone,Nick Love,Any,110,5.31,5.7,6294161.0,3730500.0,High,,,
Action,Reese Witherspoon,Anne Fletcher,Any,659,6.91,5.4,51680201.0,35000000.0,High,,,
Action,Reese Witherspoon,McG,Any,1411,12.37,5.9,156974557.0,65000000.0,High,,,
Action,Rene Russo,Des McAnuff,Any,89,11.88,3.9,35134820.0,76000000.0,High,,,
Action,Renée Zellweger,Peyton Reed,Any,202,9.39,6.1,20298207.0,35000000.0,High,,,
Action,Rhona Mitra,Neil Marshall,Any,374,13.44,5.8,22211426.0,30000000.0,High,,,
Action,Richard Armitage,Steven Quale,Any,829,9.09,5.8,160602194.0,50000000.0,High,,,
Action,Richard Chamberlain,J. Lee Thompson,Any,101,6.14,5.0,238227.0,12500000.0,High,,,
Action,Rob Schneider,Luke Greenfield,Any,310,8.47,4.6,84772742.0,22000000.0,High,,,
Action,Robert De Niro,Frank Oz,Any,436,14.74,6.7,71069884.0,68000000.0,High,,,
Action,Robert De Niro,John Frankenheimer,Any,670,9.67,6.8,41610884.0,55000000.0,High,,,
Action,Robert De Niro,John Herzfeld,Any,194,12.15,5.7,56359980.0,60000000.0,High,,,
